system:index,0_pr,0_year,1_pr,1_year,2_pr,2_year,3_pr,3_year,4_pr,4_year,5_pr,5_year,6_pr,6_year,7_pr,7_year,8_pr,8_year,9_pr,9_year,10_pr,10_year,11_pr,11_year,12_pr,12_year,13_pr,13_year,14_pr,14_year,15_pr,15_year,lat,long,newfire,newfire_yr,oldfire,oldfire_yr,reburn,.geo
0000000000000000023f_0,3771.601,2003,3422.297,2004,3056.847,2005,4258.2666,2006,3487.4104,2007,3468.84,2008,3434.2952,2009,3989.3394,2010,4265.364,2011,4199.995,2012,4065.2908,2013,2711.703,2014,3249.2483,2015,4403.927,2016,6042.3364,2017,,,42.2001286,-123.9659993,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000b4a_0,2907.6558,2003,2688.5461,2004,2352.5586,2005,3341.7424,2006,2704.037,2007,2631.7502,2008,2511.4358,2009,2991.0803,2010,3172.4648,2011,3141.9297,2012,3147.6843,2013,1950.0034,2014,2462.6392,2015,3232.3818,2016,4601.107,2017,,,42.2227434,-124.0669493,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000c97_0,2823.2905,2003,2595.3696,2004,2346.1272,2005,3294.9746,2006,2670.7415,2007,2669.7268,2008,2821.1333,2009,3064.7795,2010,3151.312,2011,3083.3699,2012,3079.928,2013,1936.373,2014,2414.7834,2015,3195.2485,2016,4525.3027,2017,,,42.2232724,-124.0186472,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000ce8_0,3381.3853,2003,3116.5479,2004,2726.8374,2005,3883.052,2006,3240.7078,2007,3119.0488,2008,3036.645,2009,3511.29,2010,3760.7908,2011,3738.035,2012,3701.9912,2013,2363.2312,2014,2875.6626,2015,3859.4495,2016,5294.6177,2017,,,42.1813778,-124.0313664,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000b1d_0,2907.6558,2003,2688.5461,2004,2352.5586,2005,3341.7424,2006,2704.037,2007,2631.7502,2008,2511.4358,2009,2991.0803,2010,3172.4648,2011,3141.9297,2012,3147.6843,2013,1950.0034,2014,2462.6392,2015,3232.3818,2016,4601.107,2017,,,42.2453159,-124.0690018,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000009ec_0,2902.4976,2003,2810.4014,2004,2547.2913,2005,3393.9326,2006,2831.6052,2007,2788.8508,2008,2877.9524,2009,3058.5457,2010,3223.1047,2011,3091.4775,2012,3008.3303,2013,2049.2847,2014,2525.747,2015,3375.721,2016,4782.253,2017,,,42.2727459,-123.9085608,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000e48_0,3214.9512,2003,3093.498,2004,2802.1624,2005,3685.4094,2006,3117.3794,2007,3007.7495,2008,2908.619,2009,3545.794,2010,3758.8784,2011,3526.7031,2012,3285.2808,2013,2286.0098,2014,2840.4944,2015,3856.6787,2016,5490.701,2017,,,42.2197432,-123.8410638,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000460_0,2803.0437,2003,2584.2935,2004,2257.2405,2005,3228.072,2006,2573.3147,2007,2583.689,2008,2513.9387,2009,2802.794,2010,3027.259,2011,2976.4277,2012,2939.7078,2013,1892.9622,2014,2322.2815,2015,3025.2952,2016,4289.707,2017,,,42.2832654,-124.1230768,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000e3f_0,2803.0437,2003,2584.2935,2004,2257.2405,2005,3228.072,2006,2573.3147,2007,2583.689,2008,2513.9387,2009,2802.794,2010,3027.259,2011,2976.4277,2012,2939.7078,2013,1892.9622,2014,2322.2815,2015,3025.2952,2016,4289.707,2017,,,42.2791736,-124.1535251,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000002e2_0,3714.256,2003,3530.05,2004,3155.7207,2005,4240.763,2006,3595.4863,2007,3555.1458,2008,3413.3308,2009,4054.0608,2010,4426.0044,2011,4148.2344,2012,3789.7178,2013,2690.1323,2014,3318.5078,2015,4499.3765,2016,6265.663,2017,,,42.1692008,-123.8503163,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000da4_0,3148.6697,2003,2846.1719,2004,2555.922,2005,3634.675,2006,2913.7947,2007,2974.7417,2008,3021.0925,2009,3180.6611,2010,3444.4067,2011,3326.1052,2012,3364.19,2013,2181.495,2014,2655.8752,2015,3463.5,2016,4859.522,2017,,,42.3055008,-124.053394,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000899_0,3425.8857,2003,3168.0845,2004,2802.147,2005,3951.8845,2006,3301.3616,2007,3236.9136,2008,3176.894,2009,3551.0076,2010,3900.2217,2011,3876.023,2012,3629.3535,2013,2460.937,2014,2882.6902,2015,4074.5676,2016,5425.004,2017,,,42.1489409,-123.9796062,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000045a_0,2932.8962,2003,2721.863,2004,2543.726,2005,3514.083,2006,2854.4133,2007,2900.4753,2008,2954.7402,2009,3353.5552,2010,3370.1497,2011,3164.9521,2012,3198.8362,2013,1995.5205,2014,2567.6602,2015,3443.8384,2016,5011.387,2017,,,42.2892481,-123.968746,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000db6_0,2555.1528,2003,2352.179,2004,2195.6858,2005,3072.2253,2006,2453.5095,2007,2518.7249,2008,2686.0254,2009,2773.7366,2010,2856.2407,2011,2727.1677,2012,2665.3413,2013,1732.192,2014,2178.6475,2015,2933.043,2016,4171.8394,2017,,,42.2974326,-124.0127668,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000b2b_0,3305.945,2003,3082.5603,2004,2851.9756,2005,3874.1255,2006,3196.5774,2007,3076.637,2008,3078.316,2009,3640.9119,2010,3859.725,2011,3647.2837,2012,3455.4766,2013,2366.7344,2014,2921.1106,2015,3939.121,2016,5583.111,2017,,,42.1934431,-123.8750046,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000ccc_0,3714.256,2003,3530.05,2004,3155.7207,2005,4240.763,2006,3595.4863,2007,3555.1458,2008,3413.3308,2009,4054.0608,2010,4426.0044,2011,4148.2344,2012,3789.7178,2013,2690.1323,2014,3318.5078,2015,4499.3765,2016,6265.663,2017,,,42.1622786,-123.8629065,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000373_0,3517.2883,2003,3363.965,2004,3100.2188,2005,4039.0957,2006,3404.1587,2007,3311.3408,2008,3199.787,2009,3783.5557,2010,4171.8643,2011,3973.6326,2012,3666.8113,2013,2589.3672,2014,3184.6965,2015,4257.4434,2016,5964.998,2017,,,42.1909405,-123.8338509,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000065b_0,2986.8286,2003,2742.081,2004,2610.6106,2005,3505.4087,2006,2872.652,2007,3052.0493,2008,2983.283,2009,3281.2024,2010,3367.0508,2011,3177.2166,2012,3126.9524,2013,1990.4036,2014,2582.2341,2015,3530.8242,2016,5132.4507,2017,,,42.3521223,-124.0163582,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000999_0,2744.7766,2003,2561.4717,2004,2259.8855,2005,3237.428,2006,2623.0635,2007,2490.3984,2008,2485.6035,2009,2794.8088,2010,3040.7834,2011,3044.185,2012,2914.0723,2013,1892.1604,2014,2276.55,2015,3161.5256,2016,4209.918,2017,,,42.1627779,-124.0092141,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000095d_0,2448.9343,2003,2290.1855,2004,2046.3293,2005,2883.672,2006,2298.0159,2007,2301.915,2008,2367.9392,2009,2619.4832,2010,2724.8599,2011,2657.8538,2012,2541.426,2013,1633.0408,2014,2068.1042,2015,2752.7268,2016,3926.9124,2017,,,42.2885335,-124.0412787,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000d44_0,2662.9314,2003,2511.7031,2004,2344.7026,2005,3145.0742,2006,2631.208,2007,2658.4822,2008,2604.0745,2009,2786.4033,2010,2932.297,2011,2760.8274,2012,2698.2524,2013,1754.9951,2014,2263.0989,2015,3119.6985,2016,4342.2275,2017,,,42.3816821,-123.9680174,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000b5e_0,3358.026,2003,3049.627,2004,2789.3647,2005,3938.31,2006,3157.2542,2007,3046.581,2008,3013.9883,2009,3517.846,2010,3728.1472,2011,3648.4858,2012,3623.8538,2013,2363.0974,2014,2921.3774,2015,3833.063,2016,5426.7793,2017,,,42.2138434,-123.9851211,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000993_0,3470.7024,2003,3193.6018,2004,2721.0232,2005,3864.4033,2006,3117.8025,2007,3357.7896,2008,3287.642,2009,3431.6018,2010,3783.4915,2011,3645.1182,2012,3751.1367,2013,2420.3167,2014,2894.406,2015,3664.4163,2016,5198.5674,2017,,,42.3054635,-124.1392756,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000004b4_0,3381.3853,2003,3116.5479,2004,2726.8374,2005,3883.052,2006,3240.7078,2007,3119.0488,2008,3036.645,2009,3511.29,2010,3760.7908,2011,3738.035,2012,3701.9912,2013,2363.2312,2014,2875.6626,2015,3859.4495,2016,5294.6177,2017,,,42.2042846,-124.030569,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000ab2_0,2744.7766,2003,2561.4717,2004,2259.8855,2005,3237.428,2006,2623.0635,2007,2490.3984,2008,2485.6035,2009,2794.8088,2010,3040.7834,2011,3044.185,2012,2914.0723,2013,1892.1604,2014,2276.55,2015,3161.5256,2016,4209.918,2017,,,42.1396372,-124.000082,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000e02_0,2583.0198,2003,2487.5215,2004,2267.4133,2005,3067.2075,2006,2540.5073,2007,2493.4355,2008,2560.4102,2009,2742.2632,2010,2845.5107,2011,2721.5908,2012,2666.286,2013,1779.0924,2014,2204.9326,2015,2955.617,2016,4191.8506,2017,,,42.2715292,-123.9382031,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000071a_0,2803.0437,2003,2584.2935,2004,2257.2405,2005,3228.072,2006,2573.3147,2007,2583.689,2008,2513.9387,2009,2802.794,2010,3027.259,2011,2976.4277,2012,2939.7078,2013,1892.9622,2014,2322.2815,2015,3025.2952,2016,4289.707,2017,,,42.2805474,-124.1491406,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000bff_0,3305.945,2003,3082.5603,2004,2851.9756,2005,3874.1255,2006,3196.5774,2007,3076.637,2008,3078.316,2009,3640.9119,2010,3859.725,2011,3647.2837,2012,3455.4766,2013,2366.7344,2014,2921.1106,2015,3939.121,2016,5583.111,2017,,,42.1786607,-123.8785659,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000002aa_0,3369.592,2003,3214.111,2004,2986.9814,2005,3976.4124,2006,3313.4983,2007,3297.6606,2008,3407.8462,2009,3623.3357,2010,3832.4548,2011,3634.7263,2012,3632.7239,2013,2443.1726,2014,2983.7068,2015,3910.441,2016,5635.2725,2017,,,42.3138106,-123.9388758,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000000ac_0,2602.1907,2003,2466.8533,2004,2290.804,2005,3089.1355,2006,2553.861,2007,2586.7017,2008,2624.694,2009,2787.6821,2010,2912.1006,2011,2743.2485,2012,2679.6035,2013,1751.8597,2014,2228.9673,2015,3040.3464,2016,4271.025,2017,,,42.3745117,-123.983608,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000753_0,2555.1528,2003,2352.179,2004,2195.6858,2005,3072.2253,2006,2453.5095,2007,2518.7249,2008,2686.0254,2009,2773.7366,2010,2856.2407,2011,2727.1677,2012,2665.3413,2013,1732.192,2014,2178.6475,2015,2933.043,2016,4171.8394,2017,,,42.3220346,-124.0141466,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000832_0,2941.39,2003,2889.4932,2004,2597.2524,2005,3428.308,2006,2918.3618,2007,2969.1333,2008,3061.3774,2009,3420.5198,2010,3437.1494,2011,3222.0674,2012,3143.0193,2013,2067.486,2014,2611.1497,2015,3559.2559,2016,5106.3477,2017,,,42.2282128,-123.874147,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000c10_0,3107.2605,2003,2914.447,2004,2706.7698,2005,3658.7493,2006,3047.5125,2007,2976.78,2008,3034.198,2009,3545.8628,2010,3582.2168,2011,3381.5752,2012,3333.4045,2013,2168.3286,2014,2747.8071,2015,3668.9944,2016,5304.8877,2017,,,42.2346946,-123.916068,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000599_0,2803.0437,2003,2584.2935,2004,2257.2405,2005,3228.072,2006,2573.3147,2007,2583.689,2008,2513.9387,2009,2802.794,2010,3027.259,2011,2976.4277,2012,2939.7078,2013,1892.9622,2014,2322.2815,2015,3025.2952,2016,4289.707,2017,,,42.2859288,-124.151926,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000a32_0,3253.0686,2003,3108.1052,2004,2914.5374,2005,3840.1807,2006,3227.3665,2007,3197.3674,2008,3154.8796,2009,3630.4358,2010,3793.05,2011,3519.8545,2012,3509.982,2013,2241.7092,2014,2891.2168,2015,3912.2634,2016,5605.224,2017,,,42.3592396,-123.9515692,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000078a_0,2555.1528,2003,2352.179,2004,2195.6858,2005,3072.2253,2006,2453.5095,2007,2518.7249,2008,2686.0254,2009,2773.7366,2010,2856.2407,2011,2727.1677,2012,2665.3413,2013,1732.192,2014,2178.6475,2015,2933.043,2016,4171.8394,2017,,,42.3092933,-124.0361269,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000082c_0,2555.1528,2003,2352.179,2004,2195.6858,2005,3072.2253,2006,2453.5095,2007,2518.7249,2008,2686.0254,2009,2773.7366,2010,2856.2407,2011,2727.1677,2012,2665.3413,2013,1732.192,2014,2178.6475,2015,2933.043,2016,4171.8394,2017,,,42.3027884,-124.0184064,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000006c8_0,3381.3853,2003,3116.5479,2004,2726.8374,2005,3883.052,2006,3240.7078,2007,3119.0488,2008,3036.645,2009,3511.29,2010,3760.7908,2011,3738.035,2012,3701.9912,2013,2363.2312,2014,2875.6626,2015,3859.4495,2016,5294.6177,2017,,,42.1745861,-124.0346998,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000489_0,3381.3853,2003,3116.5479,2004,2726.8374,2005,3883.052,2006,3240.7078,2007,3119.0488,2008,3036.645,2009,3511.29,2010,3760.7908,2011,3738.035,2012,3701.9912,2013,2363.2312,2014,2875.6626,2015,3859.4495,2016,5294.6177,2017,,,42.2088463,-124.0020227,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000afb_0,3771.601,2003,3422.297,2004,3056.847,2005,4258.2666,2006,3487.4104,2007,3468.84,2008,3434.2952,2009,3989.3394,2010,4265.364,2011,4199.995,2012,4065.2908,2013,2711.703,2014,3249.2483,2015,4403.927,2016,6042.3364,2017,,,42.2111167,-123.9892562,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000be2_0,2744.7766,2003,2561.4717,2004,2259.8855,2005,3237.428,2006,2623.0635,2007,2490.3984,2008,2485.6035,2009,2794.8088,2010,3040.7834,2011,3044.185,2012,2914.0723,2013,1892.1604,2014,2276.55,2015,3161.5256,2016,4209.918,2017,,,42.1659639,-124.0233174,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000bb4_0,2745.8066,2003,2527.6401,2004,2271.5686,2005,3247.7456,2006,2598.8901,2007,2504.9246,2008,2505.3906,2009,2878.8105,2010,3044.899,2011,2968.8933,2012,2932.3855,2013,1863.1787,2014,2342.1492,2015,3125.5686,2016,4426.8193,2017,,,42.2657896,-124.0268486,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000006d5_0,2745.8066,2003,2527.6401,2004,2271.5686,2005,3247.7456,2006,2598.8901,2007,2504.9246,2008,2505.3906,2009,2878.8105,2010,3044.899,2011,2968.8933,2012,2932.3855,2013,1863.1787,2014,2342.1492,2015,3125.5686,2016,4426.8193,2017,,,42.2924223,-124.0240417,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000006b2_0,3659.6033,2003,3557.9507,2004,3282.8213,2005,4240.831,2006,3625.4248,2007,3537.7898,2008,3450.9326,2009,3984.9194,2010,4220.703,2011,4016.9211,2012,3966.466,2013,2666.1206,2014,3320.883,2015,4352.368,2016,6153.9517,2017,,,42.3136355,-123.8720816,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000c14_0,3409.176,2003,3133.978,2004,2655.0452,2005,3819.738,2006,3026.7012,2007,3342.1118,2008,3235.184,2009,3329.6072,2010,3717.721,2011,3589.2144,2012,3685.7427,2013,2399.5923,2014,2838.7014,2015,3569.0671,2016,5070.3936,2017,,,42.3251648,-124.196684,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000011f_0,3369.592,2003,3214.111,2004,2986.9814,2005,3976.4124,2006,3313.4983,2007,3297.6606,2008,3407.8462,2009,3623.3357,2010,3832.4548,2011,3634.7263,2012,3632.7239,2013,2443.1726,2014,2983.7068,2015,3910.441,2016,5635.2725,2017,,,42.3009343,-123.9260104,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000066b_0,2744.7766,2003,2561.4717,2004,2259.8855,2005,3237.428,2006,2623.0635,2007,2490.3984,2008,2485.6035,2009,2794.8088,2010,3040.7834,2011,3044.185,2012,2914.0723,2013,1892.1604,2014,2276.55,2015,3161.5256,2016,4209.918,2017,,,42.1456575,-124.0262404,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000853_0,3214.9512,2003,3093.498,2004,2802.1624,2005,3685.4094,2006,3117.3794,2007,3007.7495,2008,2908.619,2009,3545.794,2010,3758.8784,2011,3526.7031,2012,3285.2808,2013,2286.0098,2014,2840.4944,2015,3856.6787,2016,5490.701,2017,,,42.2346921,-123.8449839,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000068b_0,2602.1907,2003,2466.8533,2004,2290.804,2005,3089.1355,2006,2553.861,2007,2586.7017,2008,2624.694,2009,2787.6821,2010,2912.1006,2011,2743.2485,2012,2679.6035,2013,1751.8597,2014,2228.9673,2015,3040.3464,2016,4271.025,2017,,,42.3637267,-123.9905672,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000d58_0,2932.8962,2003,2721.863,2004,2543.726,2005,3514.083,2006,2854.4133,2007,2900.4753,2008,2954.7402,2009,3353.5552,2010,3370.1497,2011,3164.9521,2012,3198.8362,2013,1995.5205,2014,2567.6602,2015,3443.8384,2016,5011.387,2017,,,42.2770886,-123.9898128,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000d95_0,2448.9343,2003,2290.1855,2004,2046.3293,2005,2883.672,2006,2298.0159,2007,2301.915,2008,2367.9392,2009,2619.4832,2010,2724.8599,2011,2657.8538,2012,2541.426,2013,1633.0408,2014,2068.1042,2015,2752.7268,2016,3926.9124,2017,,,42.2863904,-124.0388822,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000b24_0,3151.1553,2003,2965.3083,2004,2607.2727,2005,3683.891,2006,3055.6404,2007,2929.707,2008,2932.809,2009,3341.4924,2010,3627.203,2011,3603.5103,2012,3290.6511,2013,2251.0815,2014,2641.8728,2015,3795.2874,2016,5044.6562,2017,,,42.1248902,-123.9905801,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000629_0,3381.3853,2003,3116.5479,2004,2726.8374,2005,3883.052,2006,3240.7078,2007,3119.0488,2008,3036.645,2009,3511.29,2010,3760.7908,2011,3738.035,2012,3701.9912,2013,2363.2312,2014,2875.6626,2015,3859.4495,2016,5294.6177,2017,,,42.1821416,-124.0147333,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000070d_0,2583.0198,2003,2487.5215,2004,2267.4133,2005,3067.2075,2006,2540.5073,2007,2493.4355,2008,2560.4102,2009,2742.2632,2010,2845.5107,2011,2721.5908,2012,2666.286,2013,1779.0924,2014,2204.9326,2015,2955.617,2016,4191.8506,2017,,,42.2932045,-123.9316586,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000c61_0,2548.8472,2003,2384.962,2004,2103.1829,2005,2993.7532,2006,2370.0823,2007,2245.0146,2008,2241.1753,2009,2662.0093,2010,2818.1077,2011,2788.654,2012,2673.2175,2013,1688.7278,2014,2142.042,2015,2847.3516,2016,4086.0496,2017,,,42.2490871,-124.1013908,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000d1d_0,3425.8857,2003,3168.0845,2004,2802.147,2005,3951.8845,2006,3301.3616,2007,3236.9136,2008,3176.894,2009,3551.0076,2010,3900.2217,2011,3876.023,2012,3629.3535,2013,2460.937,2014,2882.6902,2015,4074.5676,2016,5425.004,2017,,,42.1470375,-123.9955427,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000002b7_0,2907.6558,2003,2688.5461,2004,2352.5586,2005,3341.7424,2006,2704.037,2007,2631.7502,2008,2511.4358,2009,2991.0803,2010,3172.4648,2011,3141.9297,2012,3147.6843,2013,1950.0034,2014,2462.6392,2015,3232.3818,2016,4601.107,2017,,,42.2276027,-124.0601984,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000a41_0,3369.592,2003,3214.111,2004,2986.9814,2005,3976.4124,2006,3313.4983,2007,3297.6606,2008,3407.8462,2009,3623.3357,2010,3832.4548,2011,3634.7263,2012,3632.7239,2013,2443.1726,2014,2983.7068,2015,3910.441,2016,5635.2725,2017,,,42.3241769,-123.9528716,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000619_0,3369.592,2003,3214.111,2004,2986.9814,2005,3976.4124,2006,3313.4983,2007,3297.6606,2008,3407.8462,2009,3623.3357,2010,3832.4548,2011,3634.7263,2012,3632.7239,2013,2443.1726,2014,2983.7068,2015,3910.441,2016,5635.2725,2017,,,42.3259564,-123.9195777,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000085a_0,3470.7024,2003,3193.6018,2004,2721.0232,2005,3864.4033,2006,3117.8025,2007,3357.7896,2008,3287.642,2009,3431.6018,2010,3783.4915,2011,3645.1182,2012,3751.1367,2013,2420.3167,2014,2894.406,2015,3664.4163,2016,5198.5674,2017,,,42.307844,-124.1538581,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000009aa_0,2389.8066,2003,2300.8652,2004,2095.6714,2005,2908.6062,2006,2386.5544,2007,2376.9548,2008,2249.2964,2009,2463.7993,2010,2614.0579,2011,2462.7695,2012,2371.2607,2013,1555.82,2014,2003.2665,2015,2843.3337,2016,3934.1353,2017,,,42.3860445,-123.9406875,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000eaf_0,3266.0276,2003,3327.5637,2004,2902.9817,2005,3874.0476,2006,3392.9905,2007,3189.261,2008,2871.075,2009,3647.2742,2010,3889.8,2011,3594.605,2012,3566.8218,2013,2264.37,2014,2977.9888,2015,4091.8267,2016,5873.377,2017,,,42.320564,-123.8477005,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000894_0,3470.7024,2003,3193.6018,2004,2721.0232,2005,3864.4033,2006,3117.8025,2007,3357.7896,2008,3287.642,2009,3431.6018,2010,3783.4915,2011,3645.1182,2012,3751.1367,2013,2420.3167,2014,2894.406,2015,3664.4163,2016,5198.5674,2017,,,42.3153872,-124.1615889,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000039_0,2932.8962,2003,2721.863,2004,2543.726,2005,3514.083,2006,2854.4133,2007,2900.4753,2008,2954.7402,2009,3353.5552,2010,3370.1497,2011,3164.9521,2012,3198.8362,2013,1995.5205,2014,2567.6602,2015,3443.8384,2016,5011.387,2017,,,42.265255,-123.9897139,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000057b_0,2745.8066,2003,2527.6401,2004,2271.5686,2005,3247.7456,2006,2598.8901,2007,2504.9246,2008,2505.3906,2009,2878.8105,2010,3044.899,2011,2968.8933,2012,2932.3855,2013,1863.1787,2014,2342.1492,2015,3125.5686,2016,4426.8193,2017,,,42.2804459,-124.0166783,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000043a_0,2883.2004,2003,2713.1528,2004,2524.8713,2005,3421.9082,2006,2803.303,2007,2685.1494,2008,2692.8953,2009,3006.552,2010,3202.4182,2011,3048.3008,2012,3055.781,2013,2005.8551,2014,2474.6526,2015,3306.3987,2016,4703.6235,2017,,,42.3138865,-123.9783788,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000006db_0,3409.176,2003,3133.978,2004,2655.0452,2005,3819.738,2006,3026.7012,2007,3342.1118,2008,3235.184,2009,3329.6072,2010,3717.721,2011,3589.2144,2012,3685.7427,2013,2399.5923,2014,2838.7014,2015,3569.0671,2016,5070.3936,2017,,,42.3262903,-124.1871864,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000ad0_0,2555.1528,2003,2352.179,2004,2195.6858,2005,3072.2253,2006,2453.5095,2007,2518.7249,2008,2686.0254,2009,2773.7366,2010,2856.2407,2011,2727.1677,2012,2665.3413,2013,1732.192,2014,2178.6475,2015,2933.043,2016,4171.8394,2017,,,42.3342947,-124.0046963,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000005e1_0,3425.8857,2003,3168.0845,2004,2802.147,2005,3951.8845,2006,3301.3616,2007,3236.9136,2008,3176.894,2009,3551.0076,2010,3900.2217,2011,3876.023,2012,3629.3535,2013,2460.937,2014,2882.6902,2015,4074.5676,2016,5425.004,2017,,,42.1366627,-123.9890713,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000b8e_0,2941.39,2003,2889.4932,2004,2597.2524,2005,3428.308,2006,2918.3618,2007,2969.1333,2008,3061.3774,2009,3420.5198,2010,3437.1494,2011,3222.0674,2012,3143.0193,2013,2067.486,2014,2611.1497,2015,3559.2559,2016,5106.3477,2017,,,42.2521107,-123.900991,chetco,2017,biscuit,2002,biscuit_chetco,
0000000000000000037b_0,2583.0198,2003,2487.5215,2004,2267.4133,2005,3067.2075,2006,2540.5073,2007,2493.4355,2008,2560.4102,2009,2742.2632,2010,2845.5107,2011,2721.5908,2012,2666.286,2013,1779.0924,2014,2204.9326,2015,2955.617,2016,4191.8506,2017,,,42.2642029,-123.9301025,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000723_0,2932.8962,2003,2721.863,2004,2543.726,2005,3514.083,2006,2854.4133,2007,2900.4753,2008,2954.7402,2009,3353.5552,2010,3370.1497,2011,3164.9521,2012,3198.8362,2013,1995.5205,2014,2567.6602,2015,3443.8384,2016,5011.387,2017,,,42.2846044,-123.9541611,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000371_0,3517.2883,2003,3363.965,2004,3100.2188,2005,4039.0957,2006,3404.1587,2007,3311.3408,2008,3199.787,2009,3783.5557,2010,4171.8643,2011,3973.6326,2012,3666.8113,2013,2589.3672,2014,3184.6965,2015,4257.4434,2016,5964.998,2017,,,42.1801073,-123.8340248,chetco,2017,biscuit,2002,biscuit_chetco,
000000000000000003d7_0,3305.945,2003,3082.5603,2004,2851.9756,2005,3874.1255,2006,3196.5774,2007,3076.637,2008,3078.316,2009,3640.9119,2010,3859.725,2011,3647.2837,2012,3455.4766,2013,2366.7344,2014,2921.1106,2015,3939.121,2016,5583.111,2017,,,42.1816226,-123.8745187,chetco,2017,biscuit,2002,biscuit_chetco,
00000000000000000e33_0,2259.0615,2003,2102.3025,2004,1927.531,2005,2686.5764,2006,2171.6133,2007,2272.05,2008,2174.9539,2009,2315.203,2010,2422.144,2011,2298.2007,2012,2144.9175,2013,1424.8038,2014,1856.2148,2015,2640.6238,2016,3619.8398,2017,,,42.3817487,-124.0343945,chetco,2017,biscuit,2002,biscuit_chetco,
