system:index,0_pr,0_year,1_pr,1_year,2_pr,2_year,3_pr,3_year,4_pr,4_year,5_pr,5_year,6_pr,6_year,7_pr,7_year,8_pr,8_year,9_pr,9_year,10_pr,10_year,11_pr,11_year,12_pr,12_year,13_pr,13_year,14_pr,14_year,15_pr,15_year,lat,long,newfire,newfire_yr,oldfire,oldfire_yr,reburn,.geo
00000000000000000469_0,2579.3918,1988,2920.8557,1989,2277.4497,1990,2116.9397,1991,1823.0658,1992,3011.699,1993,1856.9044,1994,3395.5447,1995,3769.4788,1996,3435.237,1997,3212.9695,1998,3471.7786,1999,2703.965,2000,1792.7115,2001,2978.9177,2002,,,42.385633,-123.9806824,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000272_0,2082.7268,1988,2285.8767,1989,1799.3868,1990,1733.417,1991,1466.108,1992,2396.4807,1993,1497.6578,1994,2746.581,1995,3004.1838,1996,2857.6855,1997,2684.0925,1998,2849.8792,1999,2272.062,2000,1409.2733,2001,2410.2424,2002,,,42.4026636,-124.0337612,biscuit,2002,silver,1987,silver_biscuit,
000000000000000004c0_0,2541.6704,1988,2796.8418,1989,2231.8887,1990,2069.527,1991,1779.6326,1992,2731.2166,1993,1743.2391,1994,3141.943,1995,3681.6233,1996,3310.8718,1997,3130.4595,1998,3208.4866,1999,2717.2588,2000,1727.2723,2001,2976.1216,2002,,,42.4914596,-123.9658528,biscuit,2002,silver,1987,silver_biscuit,
000000000000000009ee_0,2627.1309,1988,2975.511,1989,2277.8052,1990,2133.6663,1991,1854.222,1992,3063.1719,1993,1910.5,1994,3441.4438,1995,3763.5818,1996,3438.1182,1997,3324.46,1998,3629.8875,1999,2790.8367,2000,1850.7168,2001,3038.555,2002,,,42.3544088,-123.8986291,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000647_0,3200.4575,1988,3728.335,1989,2888.0515,1990,2636.0728,1991,2319.6904,1992,3926.8342,1993,2337.5227,1994,4303.112,1995,4693.4365,1996,4262.6875,1997,4001.5422,1998,4385.5435,1999,3340.1953,2000,2280.2048,2001,3749.2776,2002,,,42.3753693,-123.9158525,biscuit,2002,silver,1987,silver_biscuit,
000000000000000007da_0,2369.529,1988,2656.4949,1989,2107.4875,1990,1968.5803,1991,1724.3815,1992,2985.0059,1993,1759.9694,1994,3240.3323,1995,3480.643,1996,3295.9736,1997,3011.942,1998,3342.636,1999,2551.936,2000,1595.8916,2001,2709.2483,2002,,,42.3352354,-124.0304774,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000633_0,2816.0476,1988,3180.5042,1989,2522.5396,1990,2339.9895,1991,1936.9552,1992,3118.1213,1993,1922.3276,1994,3422.7117,1995,3962.2654,1996,3553.9387,1997,3435.6238,1998,3521.4163,1999,2976.1057,2000,2027.2411,2001,3313.1526,2002,,,42.5149229,-123.9118054,biscuit,2002,silver,1987,silver_biscuit,
000000000000000003e3_0,2591.8633,1988,2909.808,1989,2303.0874,1990,2159.1,1991,1793.8116,1992,2817.99,1993,1789.4127,1994,3214.17,1995,3648.723,1996,3352.3362,1997,3221.126,1998,3324.975,1999,2792.62,2000,1859.2686,2001,3045.505,2002,,,42.5280279,-123.8642164,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000017d_0,2579.3918,1988,2920.8557,1989,2277.4497,1990,2116.9397,1991,1823.0658,1992,3011.699,1993,1856.9044,1994,3395.5447,1995,3769.4788,1996,3435.237,1997,3212.9695,1998,3471.7786,1999,2703.965,2000,1792.7115,2001,2978.9177,2002,,,42.3959311,-123.9791204,biscuit,2002,silver,1987,silver_biscuit,
000000000000000009f8_0,2259.6519,1988,2464.0725,1989,1973.0068,1990,1867.0781,1991,1550.6368,1992,2485.375,1993,1573.8567,1994,2909.6533,1995,3193.7534,1996,3054.6946,1997,2876.401,1998,3042.9104,1999,2514.6204,2000,1577.457,2001,2635.1423,2002,,,42.4548612,-123.8603004,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000006b_0,2891.6868,1988,3312.3564,1989,2590.0684,1990,2338.2053,1991,2086.5156,1992,3533.2473,1993,2110.031,1994,3865.3188,1995,4260.7153,1996,3877.0767,1997,3603.223,1998,3903.84,1999,3020.2932,2000,1985.7893,2001,3368.8276,2002,,,42.3745934,-124.0005816,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000443_0,3200.4575,1988,3728.335,1989,2888.0515,1990,2636.0728,1991,2319.6904,1992,3926.8342,1993,2337.5227,1994,4303.112,1995,4693.4365,1996,4262.6875,1997,4001.5422,1998,4385.5435,1999,3340.1953,2000,2280.2048,2001,3749.2776,2002,,,42.349703,-123.9474107,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000077d_0,2483.289,1988,2730.7512,1989,2158.6057,1990,2046.436,1991,1693.2053,1992,2705.945,1993,1730.7628,1994,3131.4573,1995,3567.4194,1996,3245.2537,1997,3047.053,1998,3223.191,1999,2645.287,2000,1725.7471,2001,2856.669,2002,,,42.4324736,-123.9574965,biscuit,2002,silver,1987,silver_biscuit,
000000000000000003c1_0,2783.0068,1988,3128.3655,1989,2484.5166,1990,2265.501,1991,1985.5786,1992,3431.5469,1993,2036.1469,1994,3741.9897,1995,4044.9421,1996,3745.44,1997,3464.2222,1998,3815.5544,1999,2936.2415,2000,1917.0728,2001,3188.198,2002,,,42.3216457,-123.9877952,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000145_0,2783.0068,1988,3128.3655,1989,2484.5166,1990,2265.501,1991,1985.5786,1992,3431.5469,1993,2036.1469,1994,3741.9897,1995,4044.9421,1996,3745.44,1997,3464.2222,1998,3815.5544,1999,2936.2415,2000,1917.0728,2001,3188.198,2002,,,42.3287468,-123.9651097,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000631_0,2082.7268,1988,2285.8767,1989,1799.3868,1990,1733.417,1991,1466.108,1992,2396.4807,1993,1497.6578,1994,2746.581,1995,3004.1838,1996,2857.6855,1997,2684.0925,1998,2849.8792,1999,2272.062,2000,1409.2733,2001,2410.2424,2002,,,42.4068718,-124.0110987,biscuit,2002,silver,1987,silver_biscuit,
000000000000000000dc_0,1987.8336,1988,2258.5908,1989,1760.1656,1990,1702.8146,1991,1388.3911,1992,2301.7239,1993,1389.9844,1994,2602.0918,1995,2843.107,1996,2811.503,1997,2589.9211,1998,2720.656,1999,2239.8435,2000,1430.4862,2001,2335.1025,2002,,,42.5525024,-123.8122607,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000047e_0,3648.4253,1988,4256.378,1989,3363.7336,1990,3001.615,1991,2643.7153,1992,4568.1904,1993,2667.2686,1994,4954.2505,1995,5275.318,1996,4786.8833,1997,4516.64,1998,5016.7046,1999,3816.8684,2000,2619.0278,2001,4273.63,2002,,,42.3266083,-123.9054841,biscuit,2002,silver,1987,silver_biscuit,
000000000000000002fc_0,2591.8633,1988,2909.808,1989,2303.0874,1990,2159.1,1991,1793.8116,1992,2817.99,1993,1789.4127,1994,3214.17,1995,3648.723,1996,3352.3362,1997,3221.126,1998,3324.975,1999,2792.62,2000,1859.2686,2001,3045.505,2002,,,42.5212352,-123.8320406,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000ab7_0,2579.3918,1988,2920.8557,1989,2277.4497,1990,2116.9397,1991,1823.0658,1992,3011.699,1993,1856.9044,1994,3395.5447,1995,3769.4788,1996,3435.237,1997,3212.9695,1998,3471.7786,1999,2703.965,2000,1792.7115,2001,2978.9177,2002,,,42.3866614,-123.9626728,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000adf_0,3648.4253,1988,4256.378,1989,3363.7336,1990,3001.615,1991,2643.7153,1992,4568.1904,1993,2667.2686,1994,4954.2505,1995,5275.318,1996,4786.8833,1997,4516.64,1998,5016.7046,1999,3816.8684,2000,2619.0278,2001,4273.63,2002,,,42.3060379,-123.9123328,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000097e_0,2579.3918,1988,2920.8557,1989,2277.4497,1990,2116.9397,1991,1823.0658,1992,3011.699,1993,1856.9044,1994,3395.5447,1995,3769.4788,1996,3435.237,1997,3212.9695,1998,3471.7786,1999,2703.965,2000,1792.7115,2001,2978.9177,2002,,,42.4093875,-123.9804305,biscuit,2002,silver,1987,silver_biscuit,
000000000000000002df_0,2627.1309,1988,2975.511,1989,2277.8052,1990,2133.6663,1991,1854.222,1992,3063.1719,1993,1910.5,1994,3441.4438,1995,3763.5818,1996,3438.1182,1997,3324.46,1998,3629.8875,1999,2790.8367,2000,1850.7168,2001,3038.555,2002,,,42.3563968,-123.883583,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000892_0,2082.7268,1988,2285.8767,1989,1799.3868,1990,1733.417,1991,1466.108,1992,2396.4807,1993,1497.6578,1994,2746.581,1995,3004.1838,1996,2857.6855,1997,2684.0925,1998,2849.8792,1999,2272.062,2000,1409.2733,2001,2410.2424,2002,,,42.3986778,-124.0239896,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000031d_0,2510.0156,1988,2797.3855,1989,2209.799,1990,2068.4314,1991,1740.1274,1992,2757.9841,1993,1753.4226,1994,3168.4312,1995,3506.0664,1996,3288.2288,1997,3124.2786,1998,3296.0251,1999,2763.1003,2000,1792.934,2001,2927.1646,2002,,,42.4561808,-123.8818023,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000721_0,2591.8633,1988,2909.808,1989,2303.0874,1990,2159.1,1991,1793.8116,1992,2817.99,1993,1789.4127,1994,3214.17,1995,3648.723,1996,3352.3362,1997,3221.126,1998,3324.975,1999,2792.62,2000,1859.2686,2001,3045.505,2002,,,42.5335987,-123.8491715,biscuit,2002,silver,1987,silver_biscuit,
000000000000000007b4_0,2483.289,1988,2730.7512,1989,2158.6057,1990,2046.436,1991,1693.2053,1992,2705.945,1993,1730.7628,1994,3131.4573,1995,3567.4194,1996,3245.2537,1997,3047.053,1998,3223.191,1999,2645.287,2000,1725.7471,2001,2856.669,2002,,,42.4288693,-123.9726598,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000437_0,2683.0823,1988,2978.2183,1989,2377.4233,1990,2184.3208,1991,1842.3483,1992,2894.0356,1993,1842.0333,1994,3306.4995,1995,3780.1428,1996,3437.2947,1997,3273.5078,1998,3357.8196,1999,2859.6748,2000,1876.8981,2001,3136.7444,2002,,,42.4944932,-123.9203905,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000a81_0,2948.0535,1988,3359.608,1989,2624.933,1990,2377.4197,1991,2143.7231,1992,3640.8162,1993,2171.6636,1994,3954.044,1995,4304.796,1996,4010.0374,1997,3715.953,1998,4071.6633,1999,3175.4773,2000,1953.299,2001,3438.9705,2002,,,42.3463899,-124.0432056,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000074b_0,2783.0068,1988,3128.3655,1989,2484.5166,1990,2265.501,1991,1985.5786,1992,3431.5469,1993,2036.1469,1994,3741.9897,1995,4044.9421,1996,3745.44,1997,3464.2222,1998,3815.5544,1999,2936.2415,2000,1917.0728,2001,3188.198,2002,,,42.3101644,-123.980356,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000597_0,2708.092,1988,3019.8577,1989,2379.473,1990,2214.221,1991,1884.5746,1992,2974.8494,1993,1906.3945,1994,3370.0276,1995,3780.4387,1996,3467.399,1997,3277.5813,1998,3449.4387,1999,2905.2239,2000,1902.0327,2001,3129.1484,2002,,,42.437333,-123.928328,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000740_0,2591.8633,1988,2909.808,1989,2303.0874,1990,2159.1,1991,1793.8116,1992,2817.99,1993,1789.4127,1994,3214.17,1995,3648.723,1996,3352.3362,1997,3221.126,1998,3324.975,1999,2792.62,2000,1859.2686,2001,3045.505,2002,,,42.5083139,-123.8299097,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000036e_0,2082.7268,1988,2285.8767,1989,1799.3868,1990,1733.417,1991,1466.108,1992,2396.4807,1993,1497.6578,1994,2746.581,1995,3004.1838,1996,2857.6855,1997,2684.0925,1998,2849.8792,1999,2272.062,2000,1409.2733,2001,2410.2424,2002,,,42.3890309,-124.0034265,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000041_0,2510.0156,1988,2797.3855,1989,2209.799,1990,2068.4314,1991,1740.1274,1992,2757.9841,1993,1753.4226,1994,3168.4312,1995,3506.0664,1996,3288.2288,1997,3124.2786,1998,3296.0251,1999,2763.1003,2000,1792.934,2001,2927.1646,2002,,,42.434453,-123.9068786,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000887_0,2259.6519,1988,2464.0725,1989,1973.0068,1990,1867.0781,1991,1550.6368,1992,2485.375,1993,1573.8567,1994,2909.6533,1995,3193.7534,1996,3054.6946,1997,2876.401,1998,3042.9104,1999,2514.6204,2000,1577.457,2001,2635.1423,2002,,,42.4547236,-123.8524184,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000aef_0,2541.6704,1988,2796.8418,1989,2231.8887,1990,2069.527,1991,1779.6326,1992,2731.2166,1993,1743.2391,1994,3141.943,1995,3681.6233,1996,3310.8718,1997,3130.4595,1998,3208.4866,1999,2717.2588,2000,1727.2723,2001,2976.1216,2002,,,42.4909061,-123.984444,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000392_0,2196.7834,1988,2409.185,1989,1932.341,1990,1822.2466,1991,1509.8416,1992,2400.544,1993,1514.6864,1994,2818.536,1995,3140.2537,1996,2977.3079,1997,2813.4421,1998,2920.491,1999,2446.8047,2000,1532.6377,2001,2570.2288,2002,,,42.4749555,-123.839596,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000030c_0,2627.1309,1988,2975.511,1989,2277.8052,1990,2133.6663,1991,1854.222,1992,3063.1719,1993,1910.5,1994,3441.4438,1995,3763.5818,1996,3438.1182,1997,3324.46,1998,3629.8875,1999,2790.8367,2000,1850.7168,2001,3038.555,2002,,,42.3645091,-123.9039159,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000057d_0,3325.1753,1988,3815.704,1989,3027.5833,1990,2704.7695,1991,2377.434,1992,4120.873,1993,2433.833,1994,4467.1846,1995,4785.4087,1996,4369.262,1997,4098.36,1998,4493.61,1999,3469.6475,2000,2344.2307,2001,3845.6602,2002,,,42.3279494,-123.9165025,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000706_0,2264.7727,1988,2541.7258,1989,1987.3219,1990,1881.4894,1991,1563.3246,1992,2501.497,1993,1576.1587,1994,2900.7603,1995,3198.3276,1996,3065.8374,1997,2869.5903,1998,3081.7583,1999,2515.9495,2000,1592.3895,2001,2625.1548,2002,,,42.4795796,-123.8253532,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000018d_0,3325.1753,1988,3815.704,1989,3027.5833,1990,2704.7695,1991,2377.434,1992,4120.873,1993,2433.833,1994,4467.1846,1995,4785.4087,1996,4369.262,1997,4098.36,1998,4493.61,1999,3469.6475,2000,2344.2307,2001,3845.6602,2002,,,42.3091102,-123.9190378,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000047a_0,2510.0156,1988,2797.3855,1989,2209.799,1990,2068.4314,1991,1740.1274,1992,2757.9841,1993,1753.4226,1994,3168.4312,1995,3506.0664,1996,3288.2288,1997,3124.2786,1998,3296.0251,1999,2763.1003,2000,1792.934,2001,2927.1646,2002,,,42.4330173,-123.9120444,biscuit,2002,silver,1987,silver_biscuit,
000000000000000003cd_0,3325.1753,1988,3815.704,1989,3027.5833,1990,2704.7695,1991,2377.434,1992,4120.873,1993,2433.833,1994,4467.1846,1995,4785.4087,1996,4369.262,1997,4098.36,1998,4493.61,1999,3469.6475,2000,2344.2307,2001,3845.6602,2002,,,42.3349817,-123.934638,biscuit,2002,silver,1987,silver_biscuit,
000000000000000009a1_0,2483.289,1988,2730.7512,1989,2158.6057,1990,2046.436,1991,1693.2053,1992,2705.945,1993,1730.7628,1994,3131.4573,1995,3567.4194,1996,3245.2537,1997,3047.053,1998,3223.191,1999,2645.287,2000,1725.7471,2001,2856.669,2002,,,42.4486208,-123.9925702,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000005c_0,2591.8633,1988,2909.808,1989,2303.0874,1990,2159.1,1991,1793.8116,1992,2817.99,1993,1789.4127,1994,3214.17,1995,3648.723,1996,3352.3362,1997,3221.126,1998,3324.975,1999,2792.62,2000,1859.2686,2001,3045.505,2002,,,42.519649,-123.8437951,biscuit,2002,silver,1987,silver_biscuit,
000000000000000007c1_0,2483.289,1988,2730.7512,1989,2158.6057,1990,2046.436,1991,1693.2053,1992,2705.945,1993,1730.7628,1994,3131.4573,1995,3567.4194,1996,3245.2537,1997,3047.053,1998,3223.191,1999,2645.287,2000,1725.7471,2001,2856.669,2002,,,42.4475795,-123.9909572,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000a30_0,2164.377,1988,2485.257,1989,1934.3381,1990,1858.2335,1991,1529.5333,1992,2471.682,1993,1509.5881,1994,2803.2783,1995,3098.588,1996,2992.2834,1997,2801.0098,1998,2960.0598,1999,2426.1453,2000,1566.3169,2001,2549.906,2002,,,42.5317342,-123.8230628,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000b08_0,2196.7834,1988,2409.185,1989,1932.341,1990,1822.2466,1991,1509.8416,1992,2400.544,1993,1514.6864,1994,2818.536,1995,3140.2537,1996,2977.3079,1997,2813.4421,1998,2920.491,1999,2446.8047,2000,1532.6377,2001,2570.2288,2002,,,42.4823349,-123.8432637,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000512_0,2408.054,1988,2704.1042,1989,2128.4404,1990,2010.7611,1991,1724.2346,1992,2972.292,1993,1776.2451,1994,3291.1104,1995,3506.907,1996,3324.869,1997,3080.5894,1998,3398.4854,1999,2643.1357,2000,1683.6392,2001,2775.5483,2002,,,42.2955764,-123.9258561,biscuit,2002,silver,1987,silver_biscuit,
000000000000000008b4_0,2483.289,1988,2730.7512,1989,2158.6057,1990,2046.436,1991,1693.2053,1992,2705.945,1993,1730.7628,1994,3131.4573,1995,3567.4194,1996,3245.2537,1997,3047.053,1998,3223.191,1999,2645.287,2000,1725.7471,2001,2856.669,2002,,,42.4375855,-123.9635649,biscuit,2002,silver,1987,silver_biscuit,
000000000000000001d0_0,3200.4575,1988,3728.335,1989,2888.0515,1990,2636.0728,1991,2319.6904,1992,3926.8342,1993,2337.5227,1994,4303.112,1995,4693.4365,1996,4262.6875,1997,4001.5422,1998,4385.5435,1999,3340.1953,2000,2280.2048,2001,3749.2776,2002,,,42.3658459,-123.9180566,biscuit,2002,silver,1987,silver_biscuit,
000000000000000006d5_0,2470.3062,1988,2775.2136,1989,2170.7253,1990,2019.9752,1991,1775.4993,1992,2970.0576,1993,1816.1182,1994,3314.2622,1995,3638.692,1996,3358.199,1997,3110.6455,1998,3399.5662,1999,2628.1294,2000,1715.5957,2001,2860.442,2002,,,42.3679672,-123.9649462,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000177_0,2082.7268,1988,2285.8767,1989,1799.3868,1990,1733.417,1991,1466.108,1992,2396.4807,1993,1497.6578,1994,2746.581,1995,3004.1838,1996,2857.6855,1997,2684.0925,1998,2849.8792,1999,2272.062,2000,1409.2733,2001,2410.2424,2002,,,42.3870933,-124.0213338,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000040c_0,2264.7727,1988,2541.7258,1989,1987.3219,1990,1881.4894,1991,1563.3246,1992,2501.497,1993,1576.1587,1994,2900.7603,1995,3198.3276,1996,3065.8374,1997,2869.5903,1998,3081.7583,1999,2515.9495,2000,1592.3895,2001,2625.1548,2002,,,42.4844175,-123.826792,biscuit,2002,silver,1987,silver_biscuit,
000000000000000008bf_0,2627.1309,1988,2975.511,1989,2277.8052,1990,2133.6663,1991,1854.222,1992,3063.1719,1993,1910.5,1994,3441.4438,1995,3763.5818,1996,3438.1182,1997,3324.46,1998,3629.8875,1999,2790.8367,2000,1850.7168,2001,3038.555,2002,,,42.3523207,-123.9124375,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000098d_0,3200.4575,1988,3728.335,1989,2888.0515,1990,2636.0728,1991,2319.6904,1992,3926.8342,1993,2337.5227,1994,4303.112,1995,4693.4365,1996,4262.6875,1997,4001.5422,1998,4385.5435,1999,3340.1953,2000,2280.2048,2001,3749.2776,2002,,,42.3526807,-123.9347992,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000955_0,3648.4253,1988,4256.378,1989,3363.7336,1990,3001.615,1991,2643.7153,1992,4568.1904,1993,2667.2686,1994,4954.2505,1995,5275.318,1996,4786.8833,1997,4516.64,1998,5016.7046,1999,3816.8684,2000,2619.0278,2001,4273.63,2002,,,42.3100698,-123.9059626,biscuit,2002,silver,1987,silver_biscuit,
0000000000000000084e_0,2579.3918,1988,2920.8557,1989,2277.4497,1990,2116.9397,1991,1823.0658,1992,3011.699,1993,1856.9044,1994,3395.5447,1995,3769.4788,1996,3435.237,1997,3212.9695,1998,3471.7786,1999,2703.965,2000,1792.7115,2001,2978.9177,2002,,,42.4002714,-123.9663257,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000467_0,2591.8633,1988,2909.808,1989,2303.0874,1990,2159.1,1991,1793.8116,1992,2817.99,1993,1789.4127,1994,3214.17,1995,3648.723,1996,3352.3362,1997,3221.126,1998,3324.975,1999,2792.62,2000,1859.2686,2001,3045.505,2002,,,42.5092907,-123.8424228,biscuit,2002,silver,1987,silver_biscuit,
000000000000000009ef_0,2816.0476,1988,3180.5042,1989,2522.5396,1990,2339.9895,1991,1936.9552,1992,3118.1213,1993,1922.3276,1994,3422.7117,1995,3962.2654,1996,3553.9387,1997,3435.6238,1998,3521.4163,1999,2976.1057,2000,2027.2411,2001,3313.1526,2002,,,42.5078378,-123.9040466,biscuit,2002,silver,1987,silver_biscuit,
000000000000000009b2_0,2579.3918,1988,2920.8557,1989,2277.4497,1990,2116.9397,1991,1823.0658,1992,3011.699,1993,1856.9044,1994,3395.5447,1995,3769.4788,1996,3435.237,1997,3212.9695,1998,3471.7786,1999,2703.965,2000,1792.7115,2001,2978.9177,2002,,,42.3828894,-123.9859312,biscuit,2002,silver,1987,silver_biscuit,
000000000000000008f9_0,2534.8394,1988,2814.0862,1989,2232.389,1990,2082.4712,1991,1751.9204,1992,2714.8496,1993,1756.4089,1994,3162.825,1995,3550.5718,1996,3283.6826,1997,3138.7273,1998,3248.4595,1999,2749.2656,2000,1783.4471,2001,2954.9177,2002,,,42.4855018,-123.9040712,biscuit,2002,silver,1987,silver_biscuit,
000000000000000006c4_0,2948.0535,1988,3359.608,1989,2624.933,1990,2377.4197,1991,2143.7231,1992,3640.8162,1993,2171.6636,1994,3954.044,1995,4304.796,1996,4010.0374,1997,3715.953,1998,4071.6633,1999,3175.4773,2000,1953.299,2001,3438.9705,2002,,,42.3462609,-124.0500414,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000570_0,2708.092,1988,3019.8577,1989,2379.473,1990,2214.221,1991,1884.5746,1992,2974.8494,1993,1906.3945,1994,3370.0276,1995,3780.4387,1996,3467.399,1997,3277.5813,1998,3449.4387,1999,2905.2239,2000,1902.0327,2001,3129.1484,2002,,,42.4425395,-123.9516609,biscuit,2002,silver,1987,silver_biscuit,
000000000000000000ac_0,2301.9814,1988,2549.771,1989,1993.4854,1990,1884.573,1991,1577.3259,1992,2605.4597,1993,1628.0481,1994,2973.911,1995,3331.1938,1996,3076.8489,1997,2892.5413,1998,3131.1404,1999,2484.6763,2000,1599.9324,2001,2625.367,2002,,,42.4098366,-123.9353199,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000a80_0,2579.3918,1988,2920.8557,1989,2277.4497,1990,2116.9397,1991,1823.0658,1992,3011.699,1993,1856.9044,1994,3395.5447,1995,3769.4788,1996,3435.237,1997,3212.9695,1998,3471.7786,1999,2703.965,2000,1792.7115,2001,2978.9177,2002,,,42.3999286,-123.9696114,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000024_0,2369.529,1988,2656.4949,1989,2107.4875,1990,1968.5803,1991,1724.3815,1992,2985.0059,1993,1759.9694,1994,3240.3323,1995,3480.643,1996,3295.9736,1997,3011.942,1998,3342.636,1999,2551.936,2000,1595.8916,2001,2709.2483,2002,,,42.333143,-124.0163381,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000306_0,2776.6064,1988,3167.719,1989,2509.8657,1990,2293.4167,1991,2012.9963,1992,3534.9822,1993,2055.672,1994,3824.5574,1995,4099.3145,1996,3821.9436,1997,3485.682,1998,3888.3616,1999,2996.1555,2000,1906.4576,2001,3210.4014,2002,,,42.2865549,-123.9580583,biscuit,2002,silver,1987,silver_biscuit,
000000000000000009e7_0,3367.564,1988,3848.101,1989,3020.5447,1990,2699.3145,1991,2430.4126,1992,3712.6333,1993,2298.759,1994,4093.8616,1995,4872.8545,1996,4180.2275,1997,3990.7258,1998,4165.4473,1999,3420.954,2000,2344.2964,2001,3960.5537,2002,,,42.5060206,-123.916357,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000275_0,3200.4575,1988,3728.335,1989,2888.0515,1990,2636.0728,1991,2319.6904,1992,3926.8342,1993,2337.5227,1994,4303.112,1995,4693.4365,1996,4262.6875,1997,4001.5422,1998,4385.5435,1999,3340.1953,2000,2280.2048,2001,3749.2776,2002,,,42.3473194,-123.9125454,biscuit,2002,silver,1987,silver_biscuit,
000000000000000002ac_0,3648.4253,1988,4256.378,1989,3363.7336,1990,3001.615,1991,2643.7153,1992,4568.1904,1993,2667.2686,1994,4954.2505,1995,5275.318,1996,4786.8833,1997,4516.64,1998,5016.7046,1999,3816.8684,2000,2619.0278,2001,4273.63,2002,,,42.3032814,-123.8853952,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000331_0,2196.7834,1988,2409.185,1989,1932.341,1990,1822.2466,1991,1509.8416,1992,2400.544,1993,1514.6864,1994,2818.536,1995,3140.2537,1996,2977.3079,1997,2813.4421,1998,2920.491,1999,2446.8047,2000,1532.6377,2001,2570.2288,2002,,,42.4868773,-123.8486731,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000018_0,2369.529,1988,2656.4949,1989,2107.4875,1990,1968.5803,1991,1724.3815,1992,2985.0059,1993,1759.9694,1994,3240.3323,1995,3480.643,1996,3295.9736,1997,3011.942,1998,3342.636,1999,2551.936,2000,1595.8916,2001,2709.2483,2002,,,42.3082139,-124.0035507,biscuit,2002,silver,1987,silver_biscuit,
000000000000000003ba_0,3325.1753,1988,3815.704,1989,3027.5833,1990,2704.7695,1991,2377.434,1992,4120.873,1993,2433.833,1994,4467.1846,1995,4785.4087,1996,4369.262,1997,4098.36,1998,4493.61,1999,3469.6475,2000,2344.2307,2001,3845.6602,2002,,,42.3288187,-123.9464406,biscuit,2002,silver,1987,silver_biscuit,
000000000000000007c2_0,2483.289,1988,2730.7512,1989,2158.6057,1990,2046.436,1991,1693.2053,1992,2705.945,1993,1730.7628,1994,3131.4573,1995,3567.4194,1996,3245.2537,1997,3047.053,1998,3223.191,1999,2645.287,2000,1725.7471,2001,2856.669,2002,,,42.4477933,-123.9747372,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000179_0,2013.8612,1988,2205.6326,1989,1744.2183,1990,1673.3645,1991,1405.0813,1992,2358.6301,1993,1435.4747,1994,2666.7722,1995,2886.9775,1996,2825.0698,1997,2601.2756,1998,2775.8164,1999,2275.2131,2000,1376.7129,2001,2310.6184,2002,,,42.4098065,-123.9097086,biscuit,2002,silver,1987,silver_biscuit,
00000000000000000895_0,2082.7268,1988,2285.8767,1989,1799.3868,1990,1733.417,1991,1466.108,1992,2396.4807,1993,1497.6578,1994,2746.581,1995,3004.1838,1996,2857.6855,1997,2684.0925,1998,2849.8792,1999,2272.062,2000,1409.2733,2001,2410.2424,2002,,,42.3891845,-124.0304264,biscuit,2002,silver,1987,silver_biscuit,
