aspect,chili,elevation,lat,long,newfire,newfire_yr,oldfire,oldfire_yr,reburn,slope,tpi,folded_aspect
3.5114803,123,1351,42.2055396,-123.8185535,chetco,2017,biscuit,2002,biscuit_chetco,19.636442,45,3.5114803
317.982,143,233,42.2737791,-124.0479745,chetco,2017,biscuit,2002,biscuit_chetco,30.468376,-101,42.018
117.8327,193,799,42.3402707,-123.9194992,chetco,2017,biscuit,2002,biscuit_chetco,27.47762,-69,117.8327
56.65471,145,870,42.2464202,-124.0387349,chetco,2017,biscuit,2002,biscuit_chetco,13.256806,73,56.65471
0,115,514,42.3455536,-123.9947184,chetco,2017,biscuit,2002,biscuit_chetco,24.38277,-47,0
119.046005,193,554,42.2275398,-123.8882019,chetco,2017,biscuit,2002,biscuit_chetco,21.80635,-55,119.046005
145.96002,209,742,42.2543602,-123.8519979,chetco,2017,biscuit,2002,biscuit_chetco,8.882417,19,145.96002
82.342445,144,777,42.3128487,-124.0537001,chetco,2017,biscuit,2002,biscuit_chetco,13.656235,-9,82.342445
279.69104,190,624,42.2674715,-123.9684912,chetco,2017,biscuit,2002,biscuit_chetco,29.984232,-59,80.30896
136.97768,196,754,42.1124462,-123.9982668,chetco,2017,biscuit,2002,biscuit_chetco,16.058271,35,136.97768
240.99504,208,817,42.3340012,-123.9705437,chetco,2017,biscuit,2002,biscuit_chetco,21.831873,13,119.00496
42.04112,123,929,42.324699,-123.9137607,chetco,2017,biscuit,2002,biscuit_chetco,24.595207,-16,42.04112
111.558334,181,1028,42.2015993,-123.8484065,chetco,2017,biscuit,2002,biscuit_chetco,19.41431,38,111.558334
50.60085,114,959,42.3328607,-123.9492576,chetco,2017,biscuit,2002,biscuit_chetco,27.02507,44,50.60085
65.82444,84,839,42.3220434,-124.0600253,chetco,2017,biscuit,2002,biscuit_chetco,33.899685,-32,65.82444
218.97873,217,458,42.1406497,-124.0031993,chetco,2017,biscuit,2002,biscuit_chetco,11.762894,-52,141.02127
44.022655,117,634,42.3470956,-124.0223039,chetco,2017,biscuit,2002,biscuit_chetco,25.30278,-47,44.022655
323.58105,179,692,42.3259268,-124.1927991,chetco,2017,biscuit,2002,biscuit_chetco,12.47749,28,36.41895
259.49512,207,757,42.1228367,-124.0294523,chetco,2017,biscuit,2002,biscuit_chetco,10.0693865,100,100.50488
281.73132,170,667,42.128179,-124.0187383,chetco,2017,biscuit,2002,biscuit_chetco,29.13149,61,78.26868
164.90869,210,816,42.1251211,-123.9797274,chetco,2017,biscuit,2002,biscuit_chetco,9.517686,61,164.90869
155.72351,218,467,42.348652,-123.9818272,chetco,2017,biscuit,2002,biscuit_chetco,14.915612,-47,155.72351
210.06966,216,380,42.2493165,-124.0031692,chetco,2017,biscuit,2002,biscuit_chetco,7.459654,-81,149.93034
90,128,232,42.2960411,-124.0301809,chetco,2017,biscuit,2002,biscuit_chetco,21.500902,-134,90
292.02393,178,771,42.1316125,-123.9647751,chetco,2017,biscuit,2002,biscuit_chetco,27.384945,-40,67.97607
264.9252,208,701,42.265737,-123.9662065,chetco,2017,biscuit,2002,biscuit_chetco,28.767223,-46,95.0748
115.20224,188,1242,42.3081235,-123.8760307,chetco,2017,biscuit,2002,biscuit_chetco,14.901743,61,115.20224
292.7061,155,447,42.4035225,-123.9491544,chetco,2017,biscuit,2002,biscuit_chetco,35.486034,-33,67.2939
267.76755,203,1259,42.2104568,-123.8177733,chetco,2017,biscuit,2002,biscuit_chetco,22.565987,-33,92.23245
114.91596,82,864,42.3523113,-123.8809417,chetco,2017,biscuit,2002,biscuit_chetco,40.20909,-30,114.91596
27.83309,74,702,42.3426732,-123.9626409,chetco,2017,biscuit,2002,biscuit_chetco,36.889175,36,27.83309
325.94232,131,939,42.2963628,-123.9399664,chetco,2017,biscuit,2002,biscuit_chetco,30.377878,151,34.05768
181.8391,246,480,42.1392947,-124.0080931,chetco,2017,biscuit,2002,biscuit_chetco,34.224976,-21,178.1609
224.7458,243,770,42.2795587,-123.9101521,chetco,2017,biscuit,2002,biscuit_chetco,34.362843,52,135.2542
349.79996,151,730,42.1803924,-123.8554646,chetco,2017,biscuit,2002,biscuit_chetco,13.859004,-46,10.20004
289.44443,153,416,42.1525985,-124.0244338,chetco,2017,biscuit,2002,biscuit_chetco,25.932547,-15,70.55557
237.4032,213,799,42.2334219,-123.8289794,chetco,2017,biscuit,2002,biscuit_chetco,29.722864,-105,122.5968
58.036957,34,968,42.3090837,-124.1294286,chetco,2017,biscuit,2002,biscuit_chetco,39.544376,78,58.036957
129.25763,178,482,42.317635,-124.0207306,chetco,2017,biscuit,2002,biscuit_chetco,28.244589,22,129.25763
44.799717,127,605,42.3978952,-123.929938,chetco,2017,biscuit,2002,biscuit_chetco,18.890965,-1,44.799717
22.080578,153,1212,42.3084291,-123.9021676,chetco,2017,biscuit,2002,biscuit_chetco,9.909019,77,22.080578
357.65707,127,334,42.2137507,-124.0719041,chetco,2017,biscuit,2002,biscuit_chetco,28.130892,-63,2.34293
257.4866,199,297,42.2855438,-124.0748142,chetco,2017,biscuit,2002,biscuit_chetco,24.145441,-44,102.5134
209.6601,228,667,42.3213384,-124.0434739,chetco,2017,biscuit,2002,biscuit_chetco,19.491034,-38,150.3399
145.93083,208,847,42.3237169,-124.0825407,chetco,2017,biscuit,2002,biscuit_chetco,17.362923,0,145.93083
296.78458,147,837,42.2366767,-123.8467386,chetco,2017,biscuit,2002,biscuit_chetco,28.317085,-25,63.21542
290.29782,182,688,42.291324,-123.9518753,chetco,2017,biscuit,2002,biscuit_chetco,20.471252,69,69.70218
265.54044,211,753,42.1901832,-123.863795,chetco,2017,biscuit,2002,biscuit_chetco,22.605734,-73,94.45956
199.81885,222,551,42.2745184,-124.1521934,chetco,2017,biscuit,2002,biscuit_chetco,14.472429,-1,160.18115
251.48793,218,458,42.2559775,-124.0064295,chetco,2017,biscuit,2002,biscuit_chetco,44.08924,-105,108.51207
120.994286,162,802,42.3236147,-124.0796048,chetco,2017,biscuit,2002,biscuit_chetco,22.227919,-45,120.994286
113.37641,188,719,42.1834096,-124.0383995,chetco,2017,biscuit,2002,biscuit_chetco,15.938924,52,113.37641
34.020214,189,622,42.2073546,-124.0349242,chetco,2017,biscuit,2002,biscuit_chetco,2.236908,-45,34.020214
278.4336,170,551,42.1549021,-124.0064854,chetco,2017,biscuit,2002,biscuit_chetco,6.298461,-80,81.5664
61.705677,103,581,42.2527041,-123.9290804,chetco,2017,biscuit,2002,biscuit_chetco,28.653141,30,61.705677
52.316593,113,496,42.2481282,-123.9276576,chetco,2017,biscuit,2002,biscuit_chetco,32.43774,-66,52.316593
60.91915,147,492,42.1370037,-124.032704,chetco,2017,biscuit,2002,biscuit_chetco,11.300634,17,60.91915
251.05016,203,965,42.3095509,-123.9290976,chetco,2017,biscuit,2002,biscuit_chetco,32.944397,-32,108.94984
306.46033,112,495,42.362973,-123.960253,chetco,2017,biscuit,2002,biscuit_chetco,28.581497,-124,53.53967
253.5125,221,526,42.2738394,-123.9112352,chetco,2017,biscuit,2002,biscuit_chetco,34.389965,18,106.4875
69.668526,123,910,42.1773263,-123.8637434,chetco,2017,biscuit,2002,biscuit_chetco,18.062742,9,69.668526
294.80966,167,519,42.2997527,-124.0214248,chetco,2017,biscuit,2002,biscuit_chetco,21.09591,59,65.19034
316.25186,157,309,42.1503781,-124.0313371,chetco,2017,biscuit,2002,biscuit_chetco,34.786583,-64,43.74814
36.909557,134,336,42.2963379,-124.0916169,chetco,2017,biscuit,2002,biscuit_chetco,20.022453,-59,36.909557
128.19409,195,797,42.2283055,-123.8721598,chetco,2017,biscuit,2002,biscuit_chetco,23.991884,17,128.19409
28.933346,119,420,42.2645705,-124.0290782,chetco,2017,biscuit,2002,biscuit_chetco,22.142471,-40,28.933346
98.01558,140,936,42.3288284,-123.9424293,chetco,2017,biscuit,2002,biscuit_chetco,24.908152,22,98.01558
160.45601,225,881,42.1552937,-123.8792652,chetco,2017,biscuit,2002,biscuit_chetco,18.07521,-61,160.45601
26.347073,29,138,42.3774862,-123.9963624,chetco,2017,biscuit,2002,biscuit_chetco,36.52491,-157,26.347073
249.70425,194,584,42.2978564,-124.1533754,chetco,2017,biscuit,2002,biscuit_chetco,15.642876,-75,110.29575
75.46698,134,1026,42.2120478,-123.8692196,chetco,2017,biscuit,2002,biscuit_chetco,24.302193,56,75.46698
309.1368,147,329,42.2881606,-124.0731549,chetco,2017,biscuit,2002,biscuit_chetco,29.433243,-34,50.8632
22.420092,86,735,42.2177144,-123.8628858,chetco,2017,biscuit,2002,biscuit_chetco,32.227783,-131,22.420092
140.926,206,629,42.3550216,-123.9956983,chetco,2017,biscuit,2002,biscuit_chetco,32.02795,-12,140.926
214.04747,226,319,42.2721061,-124.0248055,chetco,2017,biscuit,2002,biscuit_chetco,17.358747,-61,145.95253
36.92243,81,809,42.3258655,-123.9332026,chetco,2017,biscuit,2002,biscuit_chetco,28.66602,-44,36.92243
64.224785,104,348,42.3936108,-123.960167,chetco,2017,biscuit,2002,biscuit_chetco,32.32792,-40,64.224785
196.56322,247,1050,42.2934207,-123.8834734,chetco,2017,biscuit,2002,biscuit_chetco,40.178665,98,163.43678
20.263422,122,474,42.3768367,-124.0090945,chetco,2017,biscuit,2002,biscuit_chetco,20.78806,-22,20.263422
143.12038,203,636,42.2275334,-123.8947698,chetco,2017,biscuit,2002,biscuit_chetco,28.652494,-38,143.12038
320.1489,138,577,42.27019,-123.8662837,chetco,2017,biscuit,2002,biscuit_chetco,35.63729,-39,39.8511
160.68118,210,267,42.3069979,-123.9784699,chetco,2017,biscuit,2002,biscuit_chetco,24.851149,-156,160.68118
47.594955,95,1080,42.3256871,-123.9572354,chetco,2017,biscuit,2002,biscuit_chetco,26.752304,76,47.594955
334.49728,150,825,42.2799517,-124.004119,chetco,2017,biscuit,2002,biscuit_chetco,16.956469,42,25.50272
63.13501,120,780,42.2381097,-123.9770686,chetco,2017,biscuit,2002,biscuit_chetco,24.970976,-45,63.13501
166.43333,203,568,42.2677124,-123.896904,chetco,2017,biscuit,2002,biscuit_chetco,24.998112,0,166.43333
63.72033,146,1022,42.2104075,-123.8691809,chetco,2017,biscuit,2002,biscuit_chetco,20.083231,56,63.72033
351.78046,160,524,42.121158,-123.9954704,chetco,2017,biscuit,2002,biscuit_chetco,24.605978,-52,8.21954
72.728615,120,432,42.4022764,-123.9606978,chetco,2017,biscuit,2002,biscuit_chetco,23.56606,-84,72.728615
59.344955,132,791,42.194488,-124.014575,chetco,2017,biscuit,2002,biscuit_chetco,20.856203,-46,59.344955
4.8229375,143,859,42.2057259,-123.9719899,chetco,2017,biscuit,2002,biscuit_chetco,14.570172,-51,4.8229375
218.56699,242,574,42.1753817,-124.0416383,chetco,2017,biscuit,2002,biscuit_chetco,24.488337,24,141.43301
175.45113,235,748,42.3231451,-124.0444022,chetco,2017,biscuit,2002,biscuit_chetco,28.904116,-18,175.45113
256.15405,197,943,42.3175572,-124.146775,chetco,2017,biscuit,2002,biscuit_chetco,7.704529,-8,103.84595
170.39307,183,454,42.3959941,-123.9620862,chetco,2017,biscuit,2002,biscuit_chetco,27.716387,-62,170.39307
229.72961,225,937,42.1596756,-123.9805224,chetco,2017,biscuit,2002,biscuit_chetco,11.328944,-4,130.27039
240.99214,221,787,42.326438,-124.0579833,chetco,2017,biscuit,2002,biscuit_chetco,11.325918,-82,119.00786
349.07043,146,427,42.2863266,-124.0324073,chetco,2017,biscuit,2002,biscuit_chetco,12.997136,28,10.92957
157.41231,208,653,42.2998548,-124.1581273,chetco,2017,biscuit,2002,biscuit_chetco,12.839769,-61,157.41231
210.05872,241,761,42.2214096,-123.9869207,chetco,2017,biscuit,2002,biscuit_chetco,33.209103,-69,149.94128
271.92508,181,704,42.3151838,-124.0742423,chetco,2017,biscuit,2002,biscuit_chetco,25.72881,-43,88.07492
337.0162,104,1038,42.1840875,-124.0046971,chetco,2017,biscuit,2002,biscuit_chetco,31.609283,-13,22.9838
116.74828,148,872,42.1678584,-123.8547852,chetco,2017,biscuit,2002,biscuit_chetco,31.443308,-57,116.74828
145.92603,189,488,42.3348954,-124.0245647,chetco,2017,biscuit,2002,biscuit_chetco,38.015472,-101,145.92603
290.3121,182,770,42.2427876,-123.869802,chetco,2017,biscuit,2002,biscuit_chetco,22.767496,50,69.6879
288.22177,167,766,42.2080791,-123.9569774,chetco,2017,biscuit,2002,biscuit_chetco,31.849411,-76,71.77823
277.0337,175,870,42.2437201,-124.0521588,chetco,2017,biscuit,2002,biscuit_chetco,14.809637,87,82.9663
50.54412,110,1052,42.2055897,-123.8767655,chetco,2017,biscuit,2002,biscuit_chetco,26.997154,80,50.54412
38.47992,143,905,42.2649117,-123.9776166,chetco,2017,biscuit,2002,biscuit_chetco,19.368443,52,38.47992
127.431694,170,1126,42.350315,-124.0429278,chetco,2017,biscuit,2002,biscuit_chetco,37.680664,83,127.431694
260.9011,200,1259,42.2076333,-123.8283817,chetco,2017,biscuit,2002,biscuit_chetco,39.31451,51,99.0989
228.36089,225,929,42.1931322,-123.8596876,chetco,2017,biscuit,2002,biscuit_chetco,16.296694,15,131.63911
10.20263,142,744,42.1968821,-124.0294198,chetco,2017,biscuit,2002,biscuit_chetco,13.859113,-14,10.20263
271.57074,196,766,42.2356845,-123.8753169,chetco,2017,biscuit,2002,biscuit_chetco,30.563982,7,88.42926
67.40667,144,619,42.2877839,-124.1536611,chetco,2017,biscuit,2002,biscuit_chetco,20.767498,-33,67.40667
274.7029,200,802,42.2350313,-124.0549571,chetco,2017,biscuit,2002,biscuit_chetco,21.547895,41,85.2971
24.231743,135,1059,42.2170986,-123.8348746,chetco,2017,biscuit,2002,biscuit_chetco,12.025513,1,24.231743
159.46088,197,225,42.1487939,-124.0372882,chetco,2017,biscuit,2002,biscuit_chetco,17.28402,-99,159.46088
184.54202,224,883,42.227736,-123.8625074,chetco,2017,biscuit,2002,biscuit_chetco,15.43265,18,175.45798
141.76616,210,853,42.2357421,-123.9050968,chetco,2017,biscuit,2002,biscuit_chetco,13.890634,-11,141.76616
228.00256,232,345,42.1453857,-124.023763,chetco,2017,biscuit,2002,biscuit_chetco,22.356806,-54,131.99744
213.15735,246,1191,42.3592972,-123.9376449,chetco,2017,biscuit,2002,biscuit_chetco,29.281597,115,146.84265
183.096,233,399,42.3080649,-124.0087204,chetco,2017,biscuit,2002,biscuit_chetco,22.062014,7,176.904
260.6717,204,940,42.3378885,-124.1748827,chetco,2017,biscuit,2002,biscuit_chetco,11.295396,0,99.3283
180,221,483,42.350653,-123.9987694,chetco,2017,biscuit,2002,biscuit_chetco,36.071453,-112,180
329.9403,204,1136,42.2237982,-123.83262,chetco,2017,biscuit,2002,biscuit_chetco,21.443365,61,30.0597
350,127,996,42.2914405,-123.8645427,chetco,2017,biscuit,2002,biscuit_chetco,20.709717,25,10
2.2122736,63,336,42.3022991,-124.0136959,chetco,2017,biscuit,2002,biscuit_chetco,29.553001,-125,2.2122736
294.29846,166,743,42.1214068,-123.9859771,chetco,2017,biscuit,2002,biscuit_chetco,28.84385,59,65.70154
164.87573,221,842,42.2695915,-123.8482106,chetco,2017,biscuit,2002,biscuit_chetco,22.74416,-21,164.87573
159.3503,209,530,42.2256268,-123.8928955,chetco,2017,biscuit,2002,biscuit_chetco,36.64425,-101,159.3503
260.9973,207,808,42.3238414,-123.9866455,chetco,2017,biscuit,2002,biscuit_chetco,17.24159,72,99.0027
201.4194,218,450,42.2617516,-123.8680782,chetco,2017,biscuit,2002,biscuit_chetco,28.326979,-117,158.5806
96.03222,177,682,42.2933901,-124.0562939,chetco,2017,biscuit,2002,biscuit_chetco,8.757048,75,96.03222
23.276703,104,357,42.2993118,-124.0946923,chetco,2017,biscuit,2002,biscuit_chetco,21.190605,-57,23.276703
298.2917,176,379,42.2595999,-124.0818785,chetco,2017,biscuit,2002,biscuit_chetco,15.282143,-29,61.7083
325.9504,156,919,42.2772978,-123.9993776,chetco,2017,biscuit,2002,biscuit_chetco,13.1946125,45,34.0496
292.15494,174,738,42.2413907,-123.8530872,chetco,2017,biscuit,2002,biscuit_chetco,25.275793,-30,67.84506
187.70079,208,785,42.3077937,-124.0646458,chetco,2017,biscuit,2002,biscuit_chetco,9.277379,47,172.29921
326.01013,118,531,42.1350829,-123.9844296,chetco,2017,biscuit,2002,biscuit_chetco,30.357918,-109,33.98987
352.49048,120,492,42.2602634,-123.8671948,chetco,2017,biscuit,2002,biscuit_chetco,33.799946,-33,7.50952
193.64523,245,968,42.3231922,-123.9702833,chetco,2017,biscuit,2002,biscuit_chetco,33.010155,97,166.35477
106.47541,181,373,42.3225895,-124.0106826,chetco,2017,biscuit,2002,biscuit_chetco,12.861053,-35,106.47541
265.55045,188,1136,42.3323956,-124.1656001,chetco,2017,biscuit,2002,biscuit_chetco,22.651354,80,94.44955
347.54858,93,1033,42.3190401,-123.9404217,chetco,2017,biscuit,2002,biscuit_chetco,39.087193,106,12.45142
233.47131,237,1222,42.2057046,-123.8289039,chetco,2017,biscuit,2002,biscuit_chetco,20.844063,51,126.52869
175.16617,210,567,42.3485484,-123.9624364,chetco,2017,biscuit,2002,biscuit_chetco,14.570396,-41,175.16617
56.311954,154,977,42.2105235,-123.8673109,chetco,2017,biscuit,2002,biscuit_chetco,14.716889,27,56.311954
47.717403,115,892,42.3651243,-124.0163738,chetco,2017,biscuit,2002,biscuit_chetco,21.055298,88,47.717403
345.89133,85,645,42.2507859,-123.9935144,chetco,2017,biscuit,2002,biscuit_chetco,35.66792,28,14.10867
177.13098,230,545,42.3509668,-123.9708399,chetco,2017,biscuit,2002,biscuit_chetco,23.635069,-22,177.13098
204.21074,219,837,42.1552529,-123.9871806,chetco,2017,biscuit,2002,biscuit_chetco,9.07576,-9,155.78926
177.02263,200,956,42.3131653,-124.1427192,chetco,2017,biscuit,2002,biscuit_chetco,22.853037,24,177.02263
57.264565,73,817,42.3290719,-124.0347283,chetco,2017,biscuit,2002,biscuit_chetco,30.909113,9,57.264565
158.59842,224,1360,42.2040966,-123.8131284,chetco,2017,biscuit,2002,biscuit_chetco,28.324059,76,158.59842
356.32504,131,661,42.1487998,-123.9722885,chetco,2017,biscuit,2002,biscuit_chetco,18.811083,-45,3.67496
115.62479,187,984,42.159492,-123.8763613,chetco,2017,biscuit,2002,biscuit_chetco,22.378685,35,115.62479
219.05779,225,1216,42.3187305,-123.8763656,chetco,2017,biscuit,2002,biscuit_chetco,17.36457,28,140.94221
155.23384,206,398,42.1379834,-123.9857406,chetco,2017,biscuit,2002,biscuit_chetco,34.115402,-93,155.23384
210.34889,237,364,42.2591965,-123.8869936,chetco,2017,biscuit,2002,biscuit_chetco,29.36862,-127,149.65111
321.79865,162,662,42.3718078,-123.9607384,chetco,2017,biscuit,2002,biscuit_chetco,41.53351,68,38.20135
349.5468,126,1277,42.3431485,-123.8911416,chetco,2017,biscuit,2002,biscuit_chetco,19.907412,131,10.4532
242.16583,209,989,42.3366217,-123.9075296,chetco,2017,biscuit,2002,biscuit_chetco,27.476484,32,117.83417
208.41344,205,907,42.3221313,-124.1674892,chetco,2017,biscuit,2002,biscuit_chetco,10.428512,0,151.58656
132.27579,177,332,42.3798675,-123.9884744,chetco,2017,biscuit,2002,biscuit_chetco,21.05781,-84,132.27579
163.2647,233,732,42.3494087,-123.9508003,chetco,2017,biscuit,2002,biscuit_chetco,31.321938,7,163.2647
15.125031,130,273,42.2733138,-124.0367421,chetco,2017,biscuit,2002,biscuit_chetco,14.118712,-99,15.125031
342.33514,174,411,42.3674239,-123.9834387,chetco,2017,biscuit,2002,biscuit_chetco,16.109255,-20,17.66486
65.63305,91,920,42.1705073,-123.8563518,chetco,2017,biscuit,2002,biscuit_chetco,23.3446,16,65.63305
246.6741,209,1069,42.3359477,-124.1390805,chetco,2017,biscuit,2002,biscuit_chetco,15.969848,49,113.3259
199.82901,222,840,42.3094519,-124.1476087,chetco,2017,biscuit,2002,biscuit_chetco,14.473315,-10,160.17099
270,203,501,42.142568,-123.9990766,chetco,2017,biscuit,2002,biscuit_chetco,4.990808,-57,90
260.30527,213,554,42.2429598,-124.1000223,chetco,2017,biscuit,2002,biscuit_chetco,16.086666,69,99.69473
279.6805,195,1100,42.3372509,-124.167429,chetco,2017,biscuit,2002,biscuit_chetco,16.108839,42,80.3195
132.75256,198,439,42.304467,-124.0849797,chetco,2017,biscuit,2002,biscuit_chetco,13.412517,-34,132.75256
293.98526,191,551,42.137825,-124.0018534,chetco,2017,biscuit,2002,biscuit_chetco,19.717659,-44,66.01474
291.54825,182,546,42.2337706,-124.0665005,chetco,2017,biscuit,2002,biscuit_chetco,19.42231,-1,68.45175
281.0071,176,1207,42.3422893,-123.8989154,chetco,2017,biscuit,2002,biscuit_chetco,22.972914,113,78.9929
286.14014,178,1073,42.3058943,-123.85552,chetco,2017,biscuit,2002,biscuit_chetco,27.658499,-19,73.85986
295.47894,178,543,42.1611768,-124.0146801,chetco,2017,biscuit,2002,biscuit_chetco,18.70983,-25,64.52106
47.448074,73,877,42.2409941,-123.8419991,chetco,2017,biscuit,2002,biscuit_chetco,36.577457,41,47.448074
48.159782,75,1131,42.1840362,-123.9982577,chetco,2017,biscuit,2002,biscuit_chetco,35.136253,-9,48.159782
62.85077,157,860,42.2067355,-123.9932693,chetco,2017,biscuit,2002,biscuit_chetco,17.707172,-52,62.85077
231.65733,236,331,42.1385407,-124.0109511,chetco,2017,biscuit,2002,biscuit_chetco,39.86217,-133,128.34267
238.29005,217,1107,42.1473086,-123.9548365,chetco,2017,biscuit,2002,biscuit_chetco,31.631004,52,121.70995
97.04252,185,626,42.163776,-124.0336772,chetco,2017,biscuit,2002,biscuit_chetco,7.5213103,76,97.04252
199.14444,250,240,42.3864866,-124.004527,chetco,2017,biscuit,2002,biscuit_chetco,33.754116,-137,160.85556
309.7826,153,586,42.2571364,-123.8660491,chetco,2017,biscuit,2002,biscuit_chetco,24.483057,-15,50.2174
329.44382,168,250,42.1778402,-124.0564076,chetco,2017,biscuit,2002,biscuit_chetco,16.739828,-49,30.55618
53.474205,167,760,42.2126864,-123.8610478,chetco,2017,biscuit,2002,biscuit_chetco,9.268253,-91,53.474205
183.87051,230,562,42.3510584,-123.9797613,chetco,2017,biscuit,2002,biscuit_chetco,17.978016,-5,176.12949
50.584476,144,630,42.2961793,-124.1060981,chetco,2017,biscuit,2002,biscuit_chetco,14.302844,13,50.584476
295.7188,172,371,42.3908489,-124.0038285,chetco,2017,biscuit,2002,biscuit_chetco,29.228914,-19,64.2812
90,186,1166,42.3506774,-123.8873567,chetco,2017,biscuit,2002,biscuit_chetco,5.007233,89,90
330.616,137,178,42.2728937,-124.0720111,chetco,2017,biscuit,2002,biscuit_chetco,24.030508,-61,29.384
204.27318,240,787,42.3390739,-124.0315688,chetco,2017,biscuit,2002,biscuit_chetco,23.08287,26,155.72682
344.8892,151,429,42.2108346,-124.0655827,chetco,2017,biscuit,2002,biscuit_chetco,14.117804,-53,15.1108
55.42051,113,856,42.3908637,-123.9356287,chetco,2017,biscuit,2002,biscuit_chetco,21.767387,46,55.42051
189.98277,222,932,42.1802062,-124.0244247,chetco,2017,biscuit,2002,biscuit_chetco,20.708714,75,170.01723
325.9496,198,469,42.2790366,-123.8909481,chetco,2017,biscuit,2002,biscuit_chetco,2.2377033,-134,34.0504
222.91379,229,670,42.3126756,-124.0918357,chetco,2017,biscuit,2002,biscuit_chetco,19.476036,-6,137.08621
128.42117,163,760,42.2417994,-123.8943804,chetco,2017,biscuit,2002,biscuit_chetco,21.342266,7,128.42117
184.06578,164,453,42.2302105,-124.0015653,chetco,2017,biscuit,2002,biscuit_chetco,17.136814,-87,175.93422
134.28067,184,523,42.2850643,-123.9312528,chetco,2017,biscuit,2002,biscuit_chetco,33.91651,-15,134.28067
12.69002,98,860,42.2549009,-123.8424654,chetco,2017,biscuit,2002,biscuit_chetco,26.46379,44,12.69002
2.863177,129,487,42.2223937,-124.0129176,chetco,2017,biscuit,2002,biscuit_chetco,23.63496,-86,2.863177
63.136078,114,262,42.3789779,-124.0022982,chetco,2017,biscuit,2002,biscuit_chetco,40.687923,-66,63.136078
53.538586,136,896,42.360547,-124.010115,chetco,2017,biscuit,2002,biscuit_chetco,20.87432,91,53.538586
290.29953,201,413,42.2854122,-124.0342682,chetco,2017,biscuit,2002,biscuit_chetco,20.469723,24,69.70047
245.06412,220,386,42.2951808,-124.0243129,chetco,2017,biscuit,2002,biscuit_chetco,40.187965,13,114.93588
92.23059,134,453,42.2629118,-123.8716887,chetco,2017,biscuit,2002,biscuit_chetco,39.754406,-101,92.23059
291.55954,177,716,42.1974371,-124.0250845,chetco,2017,biscuit,2002,biscuit_chetco,19.413355,-25,68.44046
147.51236,207,1210,42.3514072,-123.8936131,chetco,2017,biscuit,2002,biscuit_chetco,18.068783,141,147.51236
206.18443,212,701,42.3101276,-124.0711578,chetco,2017,biscuit,2002,biscuit_chetco,11.223332,-8,153.81557
215.91194,249,697,42.2913132,-123.9410619,chetco,2017,biscuit,2002,biscuit_chetco,29.232815,50,144.08806
208.97417,251,695,42.3700951,-123.9510215,chetco,2017,biscuit,2002,biscuit_chetco,39.151245,-101,151.02583
133.85341,214,731,42.3498646,-123.9488787,chetco,2017,biscuit,2002,biscuit_chetco,31.27847,-36,133.85341
330.38202,136,601,42.2137224,-124.0221013,chetco,2017,biscuit,2002,biscuit_chetco,19.4835,-68,29.61798
130.49683,198,745,42.2584364,-123.9460245,chetco,2017,biscuit,2002,biscuit_chetco,20.501055,-2,130.49683
233.52043,235,873,42.319106,-123.9602697,chetco,2017,biscuit,2002,biscuit_chetco,24.83794,2,126.47957
200.80766,248,817,42.2602732,-123.9880444,chetco,2017,biscuit,2002,biscuit_chetco,28.993092,-22,159.19234
79.518425,152,421,42.2664934,-124.0334966,chetco,2017,biscuit,2002,biscuit_chetco,14.946557,-6,79.518425
180,228,1028,42.326764,-124.0888525,chetco,2017,biscuit,2002,biscuit_chetco,17.93964,91,180
288.9024,171,657,42.1048979,-123.9936754,chetco,2017,biscuit,2002,biscuit_chetco,16.689426,40,71.0976
270,198,1348,42.2110985,-123.8154193,chetco,2017,biscuit,2002,biscuit_chetco,33.251392,77,90
204.25215,247,729,42.2772676,-124.014263,chetco,2017,biscuit,2002,biscuit_chetco,25.611958,59,155.74785
270,203,944,42.2248653,-123.8593971,chetco,2017,biscuit,2002,biscuit_chetco,9.919689,32,90
112.97104,172,796,42.1161644,-123.9851214,chetco,2017,biscuit,2002,biscuit_chetco,18.357426,84,112.97104
11.729645,123,729,42.1864074,-123.8679339,chetco,2017,biscuit,2002,biscuit_chetco,23.26086,-102,11.729645
116.24482,194,878,42.306881,-124.1598076,chetco,2017,biscuit,2002,biscuit_chetco,4.1873503,65,116.24482
265.76233,212,333,42.1862958,-124.0490528,chetco,2017,biscuit,2002,biscuit_chetco,23.659948,-104,94.23767
287.60666,178,874,42.2281402,-123.864364,chetco,2017,biscuit,2002,biscuit_chetco,17.801834,23,72.39334
10.931018,128,637,42.2950161,-124.0036092,chetco,2017,biscuit,2002,biscuit_chetco,19.097134,29,10.931018
115.03681,177,700,42.3059434,-124.1732038,chetco,2017,biscuit,2002,biscuit_chetco,24.655596,-29,115.03681
192.69922,211,1205,42.3023491,-123.8976708,chetco,2017,biscuit,2002,biscuit_chetco,5.6857543,83,167.30078
201.68208,244,857,42.2891223,-123.8934325,chetco,2017,biscuit,2002,biscuit_chetco,30.637827,-32,158.31792
311.13983,148,1043,42.3381807,-123.9032932,chetco,2017,biscuit,2002,biscuit_chetco,32.60853,49,48.86017
20.62298,65,358,42.1363886,-124.0119611,chetco,2017,biscuit,2002,biscuit_chetco,36.63943,-84,20.62298
189.19484,228,521,42.1558024,-124.0134957,chetco,2017,biscuit,2002,biscuit_chetco,22.291765,-47,170.80516
